cms_certification_number_ccn,provider_name,provider_address,city_town,state,zip_code,telephone_number,provider_ssa_county_code,county_parish,ownership_type,number_of_certified_beds,average_number_of_residents_per_day,average_number_of_residents_per_day_footnote,provider_type,provider_resides_in_hospital,legal_business_name,date_first_approved_to_provide_medicare_and_medicaid_services,chain_name,chain_id,number_of_facilities_in_chain,chain_average_overall_5_star_rating,chain_average_health_inspection_rating,chain_average_staffing_rating,chain_average_qm_rating,continuing_care_retirement_community,special_focus_status,abuse_icon,most_recent_health_inspection_more_than_2_years_ago,provider_changed_ownership_in_last_12_months,with_a_resident_and_family_council,automatic_sprinkler_systems_in_all_required_areas,overall_rating,overall_rating_footnote,health_inspection_rating,health_inspection_rating_footnote,qm_rating,qm_rating_footnote,long_stay_qm_rating,long_stay_qm_rating_footnote,short_stay_qm_rating,short_stay_qm_rating_footnote,staffing_rating,staffing_rating_footnote,reported_staffing_footnote,physical_therapist_staffing_footnote,reported_nurse_aide_staffing_hours_per_resident_per_day,reported_lpn_staffing_hours_per_resident_per_day,reported_rn_staffing_hours_per_resident_per_day,reported_licensed_staffing_hours_per_resident_per_day,reported_total_nurse_staffing_hours_per_resident_per_day,total_number_of_nurse_staff_hours_per_resident_per_day_on_the_weekend,registered_nurse_hours_per_resident_per_day_on_the_weekend,reported_physical_therapist_staffing_hours_per_resident_per_day,total_nursing_staff_turnover,total_nursing_staff_turnover_footnote,registered_nurse_turnover,registered_nurse_turnover_footnote,number_of_administrators_who_have_left_the_nursing_home,administrator_turnover_footnote,nursing_case_mix_index,nursing_case_mix_index_ratio,case_mix_nurse_aide_staffing_hours_per_resident_per_day,case_mix_lpn_staffing_hours_per_resident_per_day,case_mix_rn_staffing_hours_per_resident_per_day,case_mix_total_nurse_staffing_hours_per_resident_per_day,case_mix_weekend_total_nurse_staffing_hours_per_resident_per_day,adjusted_nurse_aide_staffing_hours_per_resident_per_day,adjusted_lpn_staffing_hours_per_resident_per_day,adjusted_rn_staffing_hours_per_resident_per_day,adjusted_total_nurse_staffing_hours_per_resident_per_day,adjusted_weekend_total_nurse_staffing_hours_per_resident_per_day,rating_cycle_1_standard_survey_health_date,rating_cycle_1_total_number_of_health_deficiencies,rating_cycle_1_number_of_standard_health_deficiencies,rating_cycle_1_number_of_complaint_health_deficiencies,rating_cycle_1_health_deficiency_score,rating_cycle_1_number_of_health_revisits,rating_cycle_1_health_revisit_score,rating_cycle_1_total_health_score,rating_cycle_2_standard_health_survey_date,rating_cycle_2_3_total_number_of_health_deficiencies,rating_cycle_2_number_of_standard_health_deficiencies,rating_cycle_2_3_number_of_complaint_health_deficiencies,rating_cycle_2_3_health_deficiency_score,rating_cycle_2_3_number_of_health_revisits,rating_cycle_2_3_health_revisit_score,rating_cycle_2_3_total_health_score,total_weighted_health_survey_score,number_of_facility_reported_incidents,number_of_substantiated_complaints,number_of_citations_from_infection_control_inspections,number_of_fines,total_amount_of_fines_in_dollars,number_of_payment_denials,total_number_of_penalties,location,latitude,longitude,geocoding_footnote,processing_date
505376,MT BAKER CARE CENTER,2905 CONNELLY AVENUE,BELLINGHAM,WA,98225,3607344181,360,Whatcom,For profit - Limited Liability company,70,57.1,NA,Medicare and Medicaid,N,CLAY & DAVIS MT BAKER DEVELOPMENT L L C,1991-04-01,REGENCY PACIFIC MANAGEMENT,442,27,3.4,3.4,3.5,3.4,Y,NA,N,N,N,Resident,Yes,5,NA,5,NA,4,NA,2,NA,5,NA,5,NA,NA,NA,3.05628,0.76723,1.32015,2.08738,5.14366,4.42879,1.04215,0.16746,39.5,NA,23.8,NA,1,NA,1.61942,1.17224,2.69975,1.01768,0.79446,4.51189,3.99028,2.59294,0.65091,1.12001,4.36387,3.75737,2024-04-12,6,6,0,28,1,0,28,2023-01-07,7,5,2,52,1,0,52,34,1,1,0,0,0,0,0,"2905 CONNELLY AVENUE,BELLINGHAM,WA,98225",48.7128,-122.48,NA,2025-07-01
505379,ROYAL PARK HEALTH & REHABILITATION CENTER,7411 NORTH NEVADA,SPOKANE,WA,99208,5094892273,310,Spokane,For profit - Limited Liability company,164,104.9,NA,Medicare and Medicaid,N,ROYAL PARK HEALTH SNF OPERATIONS LLC,1991-06-06,EMPRES OPERATED BY EVERGREEN,665,39,2.5,2.4,3.3,3.1,N,NA,Y,N,N,Resident,Yes,1,NA,1,NA,3,NA,4,NA,2,NA,3,NA,NA,NA,2.53404,0.90991,0.55915,1.46906,4.0031,3.39841,0.36452,0,54.1,NA,57.1,NA,1,NA,1.28176,0.92782,2.13684,0.8055,0.62882,3.57115,3.1583,2.7162,0.97532,0.59934,4.29087,3.64271,2025-01-17,30,24,10,264,1,0,264,2023-10-04,17,8,10,116,1,0,116,227,7,16,1,2,62968.75,0,2,"7411 NORTH NEVADA,SPOKANE,WA,99208",47.7243,-117.4,NA,2025-07-01
505382,REGENCY WENATCHEE REHABILIATION & NURSING CENTER,1326 RED APPLE RD,WENATCHEE,WA,98801,5096822551,030,Chelan,For profit - Limited Liability company,55,48.3,NA,Medicare and Medicaid,N,REGENCY WENATCHEE LLC,1991-07-01,REGENCY PACIFIC MANAGEMENT,442,27,3.4,3.4,3.5,3.4,N,NA,N,N,N,Resident,Yes,3,NA,3,NA,4,NA,3,NA,5,NA,4,NA,NA,NA,2.49425,0.21046,1.60423,1.8147,4.30894,3.40888,1.04226,0.08816,49.1,NA,50,NA,0,NA,1.34881,0.97636,2.24862,0.84763,0.66171,3.75796,3.32351,2.54065,0.21438,1.63408,4.38911,3.4723,2025-05-06,12,11,5,76,0,0,76,2024-04-02,18,18,1,96,1,0,96,81,1,2,0,0,0,0,0,"1326 RED APPLE RD,WENATCHEE,WA,98801",47.408,-120.33,NA,2025-07-01
505383,SULLIVAN PARK CARE CENTER,14820 EAST FOURTH,SPOKANE,WA,99216,5099221644,310,Spokane,For profit - Corporation,125,115.7,NA,Medicare and Medicaid,N,"CARE CENTER (SULLIVAN PARK), INC.",1991-06-12,PRESTIGE CARE,417,23,2.7,2.7,3.2,3.6,Y,NA,Y,N,N,Resident,Yes,1,NA,1,NA,3,NA,4,NA,1,NA,3,NA,NA,NA,2.28004,1.00671,0.54652,1.5532300000000001,3.83327,3.3033,0.33468,0.05752,54.3,NA,27.8,NA,1,NA,1.45617,1.05407,2.4276,0.9151,0.71438,4.05708,3.58805,2.15123,0.94984,0.51564,3.61671,3.11667,2025-03-06,45,30,26,240,1,0,240,2023-12-21,26,14,12,144,1,0,144,216,13,12,1,2,126187.77,0,2,"14820 EAST FOURTH,SPOKANE,WA,99216",47.6534,-117.21,NA,2025-07-01
505386,MARYSVILLE CARE CENTER,1821 GROVE STREET,MARYSVILLE,WA,98270,3606593926,300,Snohomish,For profit - Corporation,97,77,NA,Medicare and Medicaid,N,MARYSVILLE OPERATIONS LLC,1991-08-01,LIFE CARE CENTERS OF AMERICA,311,195,3.4,2.9,3.2,4.4,N,NA,N,N,N,Resident,Yes,4,NA,3,NA,5,NA,5,NA,5,NA,3,NA,NA,NA,2.29453,0.50762,1.14608,1.65369,3.94822,3.39907,0.71501,0.07622,44.6,NA,57.1,NA,NA,26,1.62566,1.17676,2.71016,1.02161,0.79753,4.5293,4.00568,1.93919,0.42901,0.96859,3.33678,2.87268,2024-10-11,13,12,3,60,1,0,60,2023-09-15,32,6,28,248,1,0,248,107,3,24,0,3,143958.75,0,3,"1821 GROVE STREET,MARYSVILLE,WA,98270",48.0612,-122.17,NA,2025-07-01
505387,WOODARD CREEK HEALTH & REHABILITATION,3333 ENSIGN ROAD NORTHEAST,OLYMPIA,WA,98506,3604934900,330,Thurston,Non profit - Corporation,152,95.7,NA,Medicare and Medicaid,N,Legal Business Name Not Available,1991-06-07,PROVIDENCE HEALTH & SERVICES,430,12,3.2,2.6,4.1,3.6,N,NA,N,N,N,Resident,Yes,3,NA,3,NA,4,NA,4,NA,5,NA,4,NA,NA,NA,2.37252,0.98626,0.83747,1.82373,4.19625,3.64532,0.42303,0.16236,60.7,NA,45.8,NA,1,NA,1.32966,0.96249,2.21669,0.83559,0.65231,3.70459,3.27631,2.45147,1.01908,0.86534,4.33589,3.76663,2024-05-31,27,20,7,140,1,0,140,2023-06-23,7,4,6,36,1,0,36,114,6,6,0,0,0,0,0,"3333 ENSIGN ROAD NORTHEAST,OLYMPIA,WA,98506",47.051,-122.84,NA,2025-07-01
505389,AVAMERE REHABILITATION OF CASCADE PARK,801 SOUTHEAST PARK CREST AVENUE,VANCOUVER,WA,98683,3602602200,050,Clark,For profit - Corporation,88,80.8,NA,Medicare and Medicaid,N,"VANCOUVER OPERATIONS, LLC",1991-09-01,AVAMERE,58,33,2.6,2.4,3.6,3.5,N,NA,N,N,N,Resident,Yes,5,NA,4,NA,3,NA,2,NA,4,NA,5,NA,NA,NA,2.60664,1.04209,1.05454,2.09663,4.70327,4.16021,0.67696,0.17785,34.8,NA,23.5,NA,1,NA,1.49166,1.07976,2.48676,0.9374,0.73179,4.15594,3.67548,2.40087,0.95983,0.97129,4.33199,3.83181,2024-08-09,10,9,1,60,1,0,60,2023-09-22,13,11,2,96,1,0,96,69,0,3,0,0,0,0,0,"801 SOUTHEAST PARK CREST AVENUE,VANCOUVER,WA,98683",45.6153,-122.52,NA,2025-07-01
505390,MCKAY HEALTHCARE & REHAB CTR,127 SECOND AVENUE SOUTHWEST,SOAP LAKE,WA,98851,5092461111,120,Grant,Government - Hospital district,42,36.1,NA,Medicare and Medicaid,N,PUBLIC HOSPITAL DISTRICT 4 OF GRANT COUNTY,1991-08-01,NA,NA,NA,NA,NA,NA,NA,N,NA,N,N,N,Resident,Yes,3,NA,3,NA,2,NA,2,NA,NA,2,4,NA,NA,NA,3.21375,0.49931,0.90892,1.40822,4.62197,4.0338,0.71958,0.06521,48.9,NA,44.4,NA,0,NA,1.53879,1.11387,2.56533,0.96702,0.75491,4.28726,3.79162,2.86939,0.44581,0.81152,4.12672,3.60157,2025-03-21,10,6,4,48,1,0,48,2024-02-09,32,19,13,311,1,0,311,113.75,7,6,NA,3,198886.02,1,4,"127 SECOND AVENUE SOUTHWEST,SOAP LAKE,WA,98851",47.3872,-119.49,NA,2025-07-01
505393,NORTH CASCADES HEALTH AND REHABILITATION CENTER,4680 CORDATA PARKWAY,BELLINGHAM,WA,98226,3603981966,360,Whatcom,For profit - Corporation,122,82.5,NA,Medicare and Medicaid,N,"NORTH CASCADES SNF OPERATIONS, LLC",1991-09-01,EMPRES OPERATED BY EVERGREEN,665,39,2.5,2.4,3.3,3.1,N,NA,N,N,N,None,Yes,1,NA,1,NA,4,NA,5,NA,4,NA,4,NA,NA,NA,2.26812,0.57077,1.06269,1.63345,3.90158,3.45175,0.88388,0,54.5,NA,48,NA,0,NA,1.28999,0.93378,2.15056,0.81067,0.63285,3.59408,3.17857,2.41566,0.6079,1.13181,4.15537,3.67629,2025-01-24,19,12,7,159,1,0,159,2024-03-08,46,17,32,396,1,0,396,218.25,37,14,0,8,368432.75,1,9,"4680 CORDATA PARKWAY,BELLINGHAM,WA,98226",48.8118,-122.5,NA,2025-07-01
505395,STAFHOLT HEALTH AND REHABILITATION OF CASCADIA,456 C STREET,BLAINE,WA,98230,3603328733,360,Whatcom,For profit - Limited Liability company,57,51.2,NA,Medicare and Medicaid,N,BLAINE OF CASCADIA LLC,1991-09-01,CASCADIA HEALTHCARE,118,44,3.1,2.9,2.9,4,N,NA,Y,N,N,Resident,Yes,3,NA,2,NA,5,NA,4,NA,5,NA,3,NA,NA,NA,2.28867,0.37782,1.58756,1.96538,4.25405,3.77676,1.35628,0.05689,59.5,NA,59.3,NA,2,NA,1.70646,1.23524,2.84485,1.0723800000000001,0.83716,4.7544,4.20475,1.84266,0.3042,1.27818,3.42504,3.04075,2025-03-25,11,4,7,64,1,0,64,2024-02-09,27,11,17,184,1,0,184,94,7,23,0,4,69931.75,2,6,"456 C STREET,BLAINE,WA,98230",48.9992,-122.75,NA,2025-07-01
505400,ENUMCLAW HEALTH & REHAB CENTER,2323 JENSEN STREET,ENUMCLAW,WA,98022,3608252541,160,King,For profit - Partnership,92,65.5,NA,Medicare and Medicaid,N,ENUMCLAW SNF OPERATIONS LLC,1991-11-01,EMPRES OPERATED BY EVERGREEN,665,39,2.5,2.4,3.3,3.1,N,NA,N,N,N,Resident,Yes,3,NA,3,NA,3,NA,4,NA,2,NA,3,NA,NA,NA,2.04731,0.91612,0.66471,1.58083,3.62814,2.99326,0.61262,0,73.3,NA,78.6,NA,0,NA,1.23765,0.89589,2.0633,0.77778,0.60718,3.44826,3.04961,2.2727,1.01697,0.73789,4.02756,3.32279,2024-05-16,19,19,0,88,1,0,88,2023-02-07,22,15,7,172,1,0,172,109,2,1,6,1,8017.75,0,1,"2323 JENSEN STREET,ENUMCLAW,WA,98022",47.2096,-121.99,NA,2025-07-01
505401,ARCADIA MEDICAL RESORT OF PARKSIDE,308 WEST EMMA,UNION GAP,WA,98903,5092481985,380,Yakima,For profit - Limited Liability company,88,49.8,NA,Medicare and Medicaid,N,PREST OP LLC,1991-12-01,VERTICAL HEALTH SERVICES,636,17,1.6,1.9,1.5,3.3,N,NA,N,N,N,Resident,Yes,1,NA,1,NA,3,NA,4,NA,3,NA,3,NA,NA,NA,3.66105,1.51042,0.86544,2.37587,6.03691,5.10245,0.57074,0.17161,NA,26,NA,26,NA,26,1.62639,1.17729,2.71138,1.02207,0.79789,4.53134,4.00748,3.09269,1.27594,0.73109,5.09972,4.31033,2025-02-07,27,19,8,366,1,0,366,2024-01-12,18,17,2,124,2,62,186,321,3,2,0,3,112897.75,0,3,"308 WEST EMMA,UNION GAP,WA,98903",46.5529,-120.48,NA,2025-07-01
505403,BETHANY AT SILVER LAKE,2235 LAKE HEIGHTS DRIVE,EVERETT,WA,98208,4253383000,300,Snohomish,Non profit - Church related,151,108.6,NA,Medicare and Medicaid,N,BETHANY OF THE NORTHWEST,1992-01-01,NA,NA,NA,NA,NA,NA,NA,N,NA,N,N,N,Resident,Yes,5,NA,4,NA,5,NA,5,NA,4,NA,2,NA,NA,NA,2.44337,0.7359,1.0051,1.741,4.18436,3.63607,0.61603,0.06419,54.9,NA,50,NA,NA,26,1.71314,1.24008,2.85599,1.07658,0.84044,4.77302,4.22122,1.95953,0.59018,0.80607,3.35578,2.91606,2024-12-20,6,6,0,32,1,0,32,2023-10-31,25,21,4,168,1,0,168,66,4,0,0,3,130757.25,0,3,"2235 LAKE HEIGHTS DRIVE,EVERETT,WA,98208",47.8903,-122.2,NA,2025-07-01
505404,BETHANY AT PACIFIC,916 PACIFIC AVENUE 3RD-5TH FLOORS,EVERETT,WA,98201,4252595508,300,Snohomish,Non profit - Church related,80,73.8,NA,Medicare and Medicaid,N,BETHANY OF THE NORTHWEST,1992-01-01,NA,NA,NA,NA,NA,NA,NA,N,NA,N,N,N,Resident,Yes,4,NA,3,NA,5,NA,5,NA,5,NA,3,NA,NA,NA,2.89726,0.96801,1.03145,1.99946,4.89672,4.25087,0.56619,0.15835,50,NA,47.4,NA,NA,26,1.78,1.28848,2.96745,1.1186,0.87324,4.9593,4.38596,2.23627,0.74717,0.79614,3.77957,3.28107,2025-04-21,16,16,0,68,1,0,68,2024-06-12,27,16,12,196,1,0,196,100,2,10,0,2,71970.75,0,2,"916 PACIFIC AVENUE 3RD-5TH FLOORS,EVERETT,WA,98201",47.9886,-122.2,22,2025-07-01
505406,CHRISTIAN HEALTH CARE CENTER,855 AARON DRIVE,LYNDEN,WA,98264,3603544434,360,Whatcom,Non profit - Corporation,142,100.9,NA,Medicare and Medicaid,N,CHRISTIAN HEALTH CARE CENTER,1992-01-01,NA,NA,NA,NA,NA,NA,NA,N,NA,N,N,N,Resident,Yes,5,NA,5,NA,4,NA,5,NA,2,NA,4,NA,NA,NA,2.53321,0.62466,1.07865,1.7033,4.23652,3.7184,0.93375,0.06794,37.9,NA,32.3,NA,0,NA,1.67152,1.20995,2.7866,1.05043,0.82002,4.65705,4.11866,2.08218,0.51344,0.8866,3.48221,3.05635,2024-08-21,2,2,0,8,1,0,8,2023-04-13,2,1,1,8,1,0,8,8,0,1,0,0,0,0,0,"855 AARON DRIVE,LYNDEN,WA,98264",48.9625,-122.44,NA,2025-07-01
505407,MOUNTAIN VIEW REHABILITATION AND CARE CENTER,5925 47TH AVENUE NE,MARYSVILLE,WA,98270,3606591259,300,Snohomish,For profit - Corporation,82,81.9,NA,Medicare and Medicaid,N,"ALLEN CREEK HEALTHCARE, INC.",1992-01-01,THE ENSIGN GROUP,507,303,3.2,2.9,2.6,4.1,N,NA,N,N,N,Resident,Yes,3,NA,3,NA,4,NA,3,NA,5,NA,4,NA,NA,NA,2.24786,1.02966,0.65723,1.6869,3.93475,3.49996,0.35901,0.07257,39.5,NA,52.9,NA,0,NA,1.3805,0.99929,2.30144,0.86754,0.67725,3.84624,3.40158,2.23712,1.02475,0.6541,3.91596,3.48325,2025-01-09,18,15,4,96,1,0,96,2023-11-22,17,10,7,84,1,0,84,93,6,11,0,1,9750,0,1,"5925 47TH AVENUE NE,MARYSVILLE,WA,98270",48.05,-122.17,NA,2025-07-01
505409,SUMMITVIEW REHAB AND HEALTH CENTER,3801 SUMMITVIEW AVENUE,YAKIMA,WA,98902,5099655240,380,Yakima,Non profit - Corporation,78,56.5,NA,Medicare and Medicaid,N,WEST VALLEY NURSING HOMES INC,1992-01-01,HUMANGOOD,274,17,4.2,3.5,4.6,4.2,Y,NA,N,N,N,Resident,Yes,4,NA,3,NA,5,NA,5,NA,5,NA,4,NA,NA,NA,3.40501,0.97654,0.97762,1.95416,5.35917,4.57219,0.58719,0.07864,37.9,NA,23.1,NA,0,NA,1.76202,1.27546,2.93748,1.1073,0.86442,4.9092,4.34165,2.655,0.76144,0.76228,4.17873,3.5651,2025-04-18,11,9,2,72,1,0,72,2024-06-12,15,12,3,179,1,0,179,98.75,5,1,0,4,230730.5,0,4,"3801 SUMMITVIEW AVENUE,YAKIMA,WA,98902",46.5999,-120.56,NA,2025-07-01
505411,SUNSHINE HEALTH & REHAB,10410 EAST NINTH AVENUE,SPOKANE,WA,99206,5099263547,310,Spokane,For profit - Individual,37,33.9,NA,Medicare and Medicaid,N,"SUNSHINE HEALTH FACILITIES, INC",1992-01-01,NA,NA,NA,NA,NA,NA,NA,N,NA,N,N,N,None,Yes,5,NA,3,NA,5,NA,NA,2,5,NA,5,NA,NA,NA,2.61816,0.2765,1.95676,2.23326,4.85142,3.92046,1.30314,0.53766,31.7,NA,26.7,NA,0,NA,1.43603,1.03949,2.39402,0.90244,0.7045,4.00096,3.53842,2.50489,0.26454,1.87211,4.64154,3.75085,2024-10-29,13,13,0,112,1,0,112,2023-06-08,8,4,4,40,1,0,40,94,2,3,0,0,0,0,0,"10410 EAST NINTH AVENUE,SPOKANE,WA,99206",47.6488,-117.27,NA,2025-07-01
505412,COLVILLE TRIBAL CONVALESCENT C,1 CONVALESCENT CENTER BLVD,NESPELEM,WA,99155,5096342878,230,Okanogan,Government - Federal,44,32.5,NA,Medicare and Medicaid,N,CONFEDERATED TRIBES OF THE COLVILLE RESERVATION,1992-01-01,NA,NA,NA,NA,NA,NA,NA,N,NA,N,N,N,Resident,Yes,5,NA,5,NA,5,NA,5,NA,NA,2,4,NA,NA,NA,3.25058,0.7459,0.84584,1.59174,4.84232,4.18557,0.42488,0,NA,26,NA,26,NA,26,1.22352,0.88566,2.03974,0.76889,0.60024,3.40888,3.01478,3.65012,0.83758,0.94981,5.43751,4.70003,2025-04-03,8,7,1,44,0,0,44,2024-04-30,7,3,7,48,1,0,48,45,4,1,0,2,17922.79,0,2,"1 CONVALESCENT CENTER BLVD,NESPELEM,WA,99155",48.1291,-118.97,NA,2025-07-01
505413,COLONIAL VISTA POST-ACUTE & REHAB CENTER,625 OKANOGAN AVE,WENATCHEE,WA,98801,5096631171,030,Chelan,For profit - Limited Liability company,100,76.6,NA,Medicare and Medicaid,N,CARE CENTER WENATCHEE INC,1992-01-01,PRESTIGE CARE,417,23,2.7,2.7,3.2,3.6,N,NA,N,N,N,Resident,Yes,4,NA,4,NA,3,NA,2,NA,3,NA,3,NA,NA,NA,2.05113,0.49449,1.04149,1.53598,3.58712,3.18882,0.86393,0.07318,46.3,NA,45.5,NA,0,NA,1.44062,1.04281,2.40167,0.90532,0.70675,4.01374,3.54971,1.95615,0.47159,0.99326,3.42101,3.04116,2024-09-27,12,11,2,84,1,0,84,2023-08-08,4,4,0,24,1,0,24,69,1,1,0,0,0,1,1,"625 OKANOGAN AVE,WENATCHEE,WA,98801",47.4147,-120.31,NA,2025-07-01
505414,SOUTH HILL REHABILITATION AND CARE CENTER,17 EAST 8TH AVENUE,SPOKANE,WA,99202,5094745678,310,Spokane,Non profit - Corporation,113,92.5,NA,Medicare and Medicaid,N,Legal Business Name Not Available,1992-06-06,PROVIDENCE HEALTH & SERVICES,430,12,3.2,2.6,4.1,3.6,N,NA,N,N,N,Resident,Yes,4,NA,4,NA,2,NA,1,NA,3,NA,4,NA,NA,NA,3.28394,0.80896,0.86657,1.67552,4.95947,4.31042,0.54528,0.16722,54.5,NA,58.6,NA,0,NA,1.37011,0.99177,2.28412,0.86101,0.67216,3.81729,3.37598,3.29305,0.8112,0.86897,4.97322,4.32237,2024-02-22,10,10,1,64,1,0,64,2022-01-13,12,3,9,80,1,0,80,68,10,6,NA,1,9311.25,0,1,"17 EAST 8TH AVENUE,SPOKANE,WA,99202",47.6481,-117.41,NA,2025-07-01
505416,THE BROADVIEW CENTER,13023 GREENWOOD AVENUE NORTH,SEATTLE,WA,98133,2063641300,160,King,Non profit - Corporation,211,126.1,NA,Medicare and Medicaid,N,FOSS HOME & VILLAGE,1992-01-01,NA,NA,NA,NA,NA,NA,NA,N,NA,N,N,N,Resident,Yes,3,NA,2,NA,5,NA,5,NA,4,NA,3,NA,NA,NA,2.23079,0.76091,0.9653,1.72621,3.957,3.41718,0.48077,0.01823,44.5,NA,34.5,NA,NA,26,1.55444,1.1252,2.59143,0.97685,0.76259,4.33087,3.83019,1.9717,0.67254,0.85318,3.49742,3.0203,2024-04-30,28,26,3,152,1,0,152,2023-02-10,16,9,7,100,1,0,100,139,3,4,0,1,13542.75,0,1,"13023 GREENWOOD AVENUE NORTH,SEATTLE,WA,98133",47.7238,-122.36,NA,2025-07-01
505417,CASCADES OF ST ANNE,3540 NORTHEAST 110TH STREET,SEATTLE,WA,98125,2063637733,160,King,For profit - Corporation,47,36.3,NA,Medicare and Medicaid,N,CASCADES AT THORNTON CREEK LLC,1992-01-01,CASCADES HEALTHCARE,117,20,2.1,1.7,2.2,4,N,NA,N,N,Y,Resident,Yes,3,NA,2,NA,5,NA,5,NA,5,NA,2,NA,NA,NA,2.28477,0.14081,1.31913,1.45994,3.74471,3.29203,0.90493,0.01559,65.1,NA,54.5,NA,2,NA,1.55054,1.12238,2.58492,0.9744,0.76067,4.32,3.82057,2.02449,0.12477,1.16886,3.31812,2.917,2024-11-04,24,18,24,128,1,0,128,2023-07-28,11,4,7,108,1,0,108,123,5,7,NA,0,0,2,2,"3540 NORTHEAST 110TH STREET,SEATTLE,WA,98125",47.7084,-122.29,NA,2025-07-01
505418,MARIANWOOD HEALTH AND REHABILITATION,3725 PROVIDENCE POINT DRIVE SOUTHEAST,ISSAQUAH,WA,98029,4253912800,160,King,Non profit - Corporation,117,88.3,NA,Medicare and Medicaid,N,Legal Business Name Not Available,1992-01-01,PROVIDENCE HEALTH & SERVICES,430,12,3.2,2.6,4.1,3.6,N,NA,Y,N,N,Resident,Yes,1,NA,1,NA,4,NA,3,NA,5,NA,4,NA,NA,NA,2.59907,0.36387,1.30505,1.66892,4.26799,3.67797,0.92771,0.19789,49.5,NA,20.8,NA,1,NA,1.38755,1.0044,2.31321,0.87198,0.68071,3.8659,3.41897,2.57351,0.36029,1.29221,4.22601,3.6418,2024-08-01,28,25,4,305,1,0,305,2023-04-25,13,12,1,68,1,0,68,245.75,1,3,0,3,110561.75,0,3,"3725 PROVIDENCE POINT DRIVE SOUTHEAST,ISSAQUAH,WA,98029",47.5749,-122.04,NA,2025-07-01
505421,WASHINGTON ODD FELLOWS HOME,534 BOYER AVENUE,WALLA WALLA,WA,99362,5095256463,350,Walla Walla,Non profit - Corporation,117,60.6,NA,Medicare and Medicaid,N,WASHINGTON ODD FELLOWS HOME,1992-01-01,NA,NA,NA,NA,NA,NA,NA,N,NA,N,N,N,Resident,Yes,2,NA,2,NA,3,NA,2,NA,4,NA,3,NA,NA,NA,3.4295,0.7245,0.9662,1.6907,5.1202,4.32189,0.64197,0.02523,63.2,NA,36.4,NA,NA,26,1.66722,1.20684,2.77944,1.04773,0.81792,4.64508,4.10807,2.82615,0.59704,0.79621,4.2194,3.56153,2024-07-23,16,15,4,136,1,0,136,2023-09-14,29,14,15,204,1,0,204,153,11,12,6,3,80511.6,0,3,"534 BOYER AVENUE,WALLA WALLA,WA,99362",46.0706,-118.33,NA,2025-07-01
505429,SHARON CARE CENTER,1509 HARRISON AVENUE,CENTRALIA,WA,98531,3607360112,200,Lewis,For profit - Corporation,42,36.7,NA,Medicare and Medicaid,N,SHARON CARE CENTER INC,1992-01-01,REGENCY PACIFIC MANAGEMENT,442,27,3.4,3.4,3.5,3.4,N,NA,N,N,N,Resident,Yes,4,NA,4,NA,4,NA,4,NA,4,NA,4,NA,NA,NA,3.18689,0.90858,1.28159,2.19017,5.37706,4.59623,0.80475,0.07554,40,NA,0,NA,NA,26,1.85101,1.33988,3.08584,1.16322,0.90808,5.15714,4.56093,2.36546,0.67439,0.95126,3.99111,3.41154,2024-09-13,8,8,0,36,1,0,36,2023-07-21,19,18,1,140,1,0,140,62,1,0,0,1,13000,1,2,"1509 HARRISON AVENUE,CENTRALIA,WA,98531",46.7336,-122.99,NA,2025-07-01
505430,REGENCY HARMONY HOUSE REHAB & NURSING,100 RIVER PLAZA,BREWSTER,WA,98812,5096892546,230,Okanogan,For profit - Limited Liability company,54,44.1,NA,Medicare and Medicaid,N,MBB BREWSTER LLC,1992-01-01,REGENCY PACIFIC MANAGEMENT,442,27,3.4,3.4,3.5,3.4,N,NA,N,N,N,Resident,Yes,5,NA,5,NA,2,NA,3,NA,1,NA,5,NA,NA,NA,2.75769,0.32828,0.98998,1.31826,4.07595,3.3006,0.79409,0.01673,33.3,NA,38.5,NA,0,NA,1.23033,0.89059,2.0511,0.77317,0.60358,3.42786,3.03157,3.0795,0.36659,1.10551,4.5516,3.68576,2024-09-11,4,3,1,16,1,0,16,2023-10-18,4,3,4,24,1,0,24,18,1,1,0,0,0,0,0,"100 RIVER PLAZA,BREWSTER,WA,98812",48.1082,-119.78,NA,2025-07-01
505431,BOTHELL HEALTH CARE,707 -  228TH SOUTHWEST,BOTHELL,WA,98021,4254818500,300,Snohomish,For profit - Individual,99,84.7,NA,Medicare and Medicaid,N,QUALITY HEALTH CARE OF BOTHELL LLC,1992-01-01,NA,NA,NA,NA,NA,NA,NA,N,NA,N,N,N,Resident,Yes,3,NA,2,NA,5,NA,5,NA,4,NA,3,NA,NA,NA,2.8081,1.00699,1.21149,2.21848,5.02658,3.95682,0.64902,0.20498,51.7,NA,50,NA,0,NA,1.83984,1.33179,3.06721,1.1562,0.9026,5.12602,4.53341,2.09696,0.75197,0.90469,3.75362,2.95477,2025-04-02,22,21,3,116,1,0,116,2024-01-20,25,15,25,184,1,0,184,133,6,5,0,4,114139.75,1,5,"707 -  228TH SOUTHWEST,BOTHELL,WA,98021",47.7914,-122.24,NA,2025-07-01
